,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Connecticut ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Kiara Lewis,40,.288,.167,.333,.333,5.3,0.0,3.4,7.1,1.4,0.0,26.7,22.9,54,128,
1,Tiana Mangakahia,37,.438,.438,.500,.000,2.8,5.1,3.7,25.4,0.0,0.0,33.3,15.8,70,131,
2,Emily Engstler,34,.355,.333,.333,.267,9.3,28.0,16.0,10.4,3.4,3.5,19.3,29.8,70,118,
3,Digna Strautmane,25,.252,.200,.200,.400,4.2,15.2,8.1,0.0,0.0,0.0,25.4,15.4,47,129,
4,Kamilla Cardoso,24,.603,.556,.000,.222,17.5,23.8,19.8,0.0,2.4,4.9,9.2,22.1,122,119,
6,Maeva Djaldi-Tabdi,25,.333,.333,.333,.000,4.2,22.9,10.8,11.1,0.0,9.4,25.0,7.8,68,122,
7,Amaya Finklea-Guity,15,.217,.000,.000,.800,7.0,25.4,13.6,16.7,0.0,0.0,12.9,25.2,57,128,
8,School Totals,200,.364,.307,.263,.281,34.2,76.2,49.2,43.8,5.8,11.8,21.8,100.0,68.1,120.3,
