,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Virginia ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
0,Julie Wojta,37,.389,.200,.100,.600,7.7,18.5,14.1,7.8,2.6,0.0,24.0,19.6,75,80
1,Celeste Hoewisch,36,.760,.625,.125,1.875,4.0,10.8,8.1,21.3,5.3,0.0,29.1,25.0,117,78
2,Sarah Eichler,34,.408,.333,.333,1.333,0.0,20.1,11.9,0.0,1.4,0.0,51.2,12.5,41,82
3,Kayla Tetschlag,30,.570,.375,.375,1.125,19.0,9.8,13.5,33.3,0.0,2.3,20.1,21.8,114,88
4,Heather Golden,11,.169,.000,.000,1.000,0.0,8.9,5.3,0.0,0.0,0.0,25.8,15.4,30,90
6,Adrian Ritchie,30,.787,.714,.571,.571,4.8,6.5,5.8,37.5,1.6,0.0,36.3,20.0,105,88
7,Hannah Quilling,18,.375,.375,.750,.000,0.0,5.4,3.2,16.1,2.6,0.0,60.0,24.3,32,86
8,Stephanie Sension,4,.000,.000,.000,.000,0.0,48.8,29.0,0.0,0.0,0.0,0.0,21.8,0,71
9,School Totals,200,.548,.398,.295,.909,28.6,65.9,50.7,62.5,10.7,1.8,32.3,100.0,82.1,79.8
