,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Chattanooga ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Taylor Hall,40,7,16,.438,4,9,.444,3,7,.429,2,2,1.000,4,6,10,6,0,0,2,1,19
1,Alex Black,35,3,9,.333,0,2,.000,3,7,.429,0,1,.000,0,3,3,2,0,0,0,2,9
2,Chelsey Shumpert,21,1,6,.167,0,0,,1,6,.167,0,0,,0,1,1,1,1,0,2,3,3
3,Faith Dupree,15,4,8,.500,4,8,.500,0,0,,0,0,,1,0,1,1,0,0,0,2,8
4,Aryanna Gilbert,5,0,1,.000,0,1,.000,0,0,,0,0,,1,3,4,0,0,0,1,1,0
6,Ka'Vonne Towns,22,0,3,.000,0,2,.000,0,1,.000,0,0,,1,2,3,2,1,0,0,4,0
7,Alicia Payne,19,0,0,,0,0,,0,0,,1,2,.500,1,0,1,1,0,0,2,4,1
8,Jasmine Joyner,14,2,5,.400,2,5,.400,0,0,,1,4,.250,2,0,2,0,0,3,0,2,5
9,Tatianna Jackson,14,2,3,.667,2,2,1.000,0,1,.000,0,1,.000,0,0,0,0,0,0,1,0,4
10,Ashlen Dewart,11,2,8,.250,2,5,.400,0,3,.000,0,4,.000,1,3,4,1,0,0,0,2,4
11,Meghan Downes,4,0,2,.000,0,0,,0,2,.000,0,0,,0,0,0,0,0,0,0,0,0
12,School Totals,200,21,61,.344,14,34,.412,7,27,.259,4,14,.286,11,18,29,14,2,3,8,21,53
