,Unnamed: 0_level_0,Unnamed: 1_level_0,Four Factors,Four Factors,Four Factors,Four Factors,Unnamed: 6_level_0
,Unnamed: 0_level_1,Pace,eFG%,TOV%,ORB%,FT/FGA,ORtg
0,Chattanooga,62.2,0.402,10.6,25.6,0.066,85.5
1,Syracuse,62.2,0.324,11.6,50.0,0.444,95.2
