,Baylor ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Brittney Griner,6,16,6,16,0,0,6,11,2,6,0,0,2,2,2,18,0.375,0.0
1,Kelli Griffin,5,8,5,7,0,1,4,4,0,4,11,1,0,3,1,14,0.5,3.6666666666666665
2,Melissa Jones,5,10,4,8,1,2,0,0,4,5,5,2,0,1,2,11,0.0,5.0
3,Morghan Medlock,3,5,3,5,0,0,2,2,0,6,2,0,0,2,2,8,0.4,1.0
4,Shanay Washington,5,8,5,6,0,2,0,0,1,0,2,0,0,2,2,10,0.0,1.0
12,School Totals,28,57,27,52,1,5,12,19,10,24,22,6,2,12,12,69,0.21052631578947367,1.8333333333333333
