,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Penn State ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Adrienne Webb,38,.715,.688,.250,.563,3.4,0.0,1.6,0.0,3.0,0.0,0.0,26.8,154,103,
1,Danielle Ballard,34,.200,.200,.000,.000,7.6,20.2,14.3,4.8,6.8,2.3,23.1,19.5,47,83,
2,Theresa Plaisance,32,.268,.214,.143,.143,4.0,17.9,11.4,32.3,0.0,4.9,25.2,31.7,63,98,
3,Bianca Lutley,28,.756,.800,.300,.400,0.0,12.2,6.5,50.4,4.1,0.0,14.5,25.0,140,94,
4,Shanece McKinney,27,.808,.750,.000,.500,14.3,4.2,9.0,0.0,0.0,2.9,0.0,9.2,180,107,
6,Derreyal Youngblood,22,.500,.500,.000,.000,11.7,26.0,19.3,0.0,0.0,0.0,33.3,13.9,79,95,
7,Anne Pedersen,19,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2.7,0,110,
8,School Totals,200,.537,.500,.155,.293,29.0,57.1,43.9,48.1,11.4,7.8,16.4,100.0,101.4,94.3,
