,Connecticut ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Katie Lou Samuelson,9,14,7,8,2,6,1,2,0,3,3,0,0,0,2,21,0.07142857142857142,0.0
1,Morgan Tuck,7,10,6,7,1,3,4,4,2,4,4,3,0,2,1,19,0.4,2.0
2,Kia Nurse,3,5,3,4,0,1,0,0,0,3,5,0,0,1,2,6,0.0,5.0
3,Breanna Stewart,8,10,6,8,2,2,4,4,3,11,3,1,5,1,0,22,0.4,3.0
4,Moriah Jefferson,2,5,1,4,1,1,2,2,0,1,4,4,0,2,2,7,0.4,2.0
12,School Totals,37,59,31,45,6,14,18,24,9,30,26,12,9,10,12,98,0.3050847457627119,2.6
