,Unnamed: 0_level_0,Unnamed: 1_level_0,Four Factors,Four Factors,Four Factors,Four Factors,Unnamed: 6_level_0
,Unnamed: 0_level_1,Pace,eFG%,TOV%,ORB%,FT/FGA,ORtg
0,Iowa State,74.1,0.444,19.8,33.3,0.143,87.8
1,Syracuse,74.1,0.53,13.7,38.2,0.209,114.9
