,Notre Dame ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Arike Ogunbowale,6,19,5,15,1,4,6,6,2,4,2,1,0,2,1,19,0.3157894736842105,1.0
1,Marina Mabrey,4,9,2,5,2,4,5,6,0,7,7,0,0,3,1,15,0.5555555555555556,2.3333333333333335
2,Jackie Young,3,11,3,9,0,2,2,2,4,9,6,0,0,2,4,8,0.18181818181818182,3.0
3,Jessica Shepard,7,17,7,17,0,0,4,5,6,3,3,1,1,0,2,18,0.23529411764705882,0.0
4,Kathryn Westbeld,9,12,9,12,0,0,2,2,2,5,3,0,0,3,3,20,0.16666666666666666,1.0
6,School Totals,31,72,28,62,3,10,19,21,15,30,21,2,2,10,13,84,0.2638888888888889,2.1
