,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Jessica Harlee,37,.730,.750,.000,1.500,7.7,18.0,14.2,15.6,0.0,4.0,37.6,15.4,104,81,
1,Asya Bussie,34,.750,.750,.000,.000,8.4,9.8,9.3,6.9,0.0,2.2,20.0,15.7,120,90,
2,Linda Stepney,22,.513,.000,.000,2.000,0.0,3.8,2.4,15.2,2.7,0.0,34.7,7.0,104,90,
3,Ayana Dunning,17,.707,.625,.250,.500,16.8,29.4,24.8,12.2,0.0,0.0,29.1,21.6,114,70,
4,Christal Caldwell,13,.216,.167,.000,.333,0.0,12.8,8.1,14.7,4.6,0.0,22.5,36.5,47,78,
6,Taylor Palmer,25,.563,.563,.688,.000,0.0,16.7,10.5,37.5,0.0,0.0,11.1,38.4,109,85,
7,Averee Fields,24,.566,.571,.000,.286,17.9,6.9,11.0,19.2,5.0,0.0,0.0,17.5,140,83,
8,Brooke Hampton,22,.593,.375,.500,1.000,0.0,3.8,2.4,32.8,2.7,0.0,34.2,21.3,103,91,
9,Natalie Burton,5,,,,,28.6,0.0,10.5,0.0,0.0,14.8,100.0,10.7,42,94,
10,Akilah Bethel,1,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,92,
11,School Totals,200,.581,.540,.280,.360,35.7,60.4,51.3,70.8,7.5,7.4,22.5,100.0,101.5,82.1,
