,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Destanni Henderson,37,.566,.500,.429,.286,0.0,7.0,4.0,27.3,3.4,0.0,20.2,15.6,125,104,
1,Brea Beal,36,.667,.667,.167,.000,0.0,17.9,10.3,12.6,0.0,4.7,14.3,11.3,130,104,
2,Zia Cooke,32,.654,.654,.462,.000,0.0,16.1,9.3,10.6,0.0,0.0,18.8,29.1,111,108,
3,Victaria Saxton,29,.750,.750,.000,.000,24.0,8.9,15.3,0.0,2.2,2.9,11.1,18.1,146,103,
4,Aliyah Boston,28,.430,.400,.100,.100,0.0,23.0,13.2,16.9,2.2,0.0,8.7,23.8,101,100,
6,Laeticia Amihere,23,.796,.750,.000,.375,22.7,22.4,22.5,8.5,2.7,0.0,24.4,31.2,130,99,
7,Destiny Littleton,15,1.000,1.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,197,113,
8,School Totals,200,.657,.636,.255,.109,30.4,71.0,53.7,51.6,7.8,6.4,16.0,100.0,118.8,101.6,
