,Louisville ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Arica Carter,1,3,1,2,0,1,0,0,0,1,5,0,0,3,2,2,0.0,1.6666666666666667
1,AD Durr,8,15,5,9,3,6,0,0,1,4,6,0,1,3,3,19,0.0,2.0
2,Jazmine Jones,6,9,6,9,0,0,2,2,3,3,7,1,0,1,2,14,0.2222222222222222,7.0
3,Sam Fuehring,8,12,8,10,0,2,3,3,1,7,3,1,0,3,2,19,0.25,1.0
4,Myisha Hines-Allen,12,16,12,16,0,0,0,0,2,11,4,0,1,4,4,24,0.0,1.0
9,School Totals,40,63,36,50,4,13,6,7,10,32,27,3,6,15,15,90,0.09523809523809523,1.8
