,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Tennessee ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
0,Jasmine Rayner,38,.402,.333,.000,.222,3.2,15.9,9.6,8.2,0.0,2.2,23.3,17.6,71,114
1,Ashley Herring,37,.641,.643,.214,.357,6.6,3.3,4.9,0.0,0.0,0.0,30.2,32.6,92,125
2,Whitney Hanley,31,.250,.250,.400,.000,3.9,3.9,3.9,0.0,1.9,2.7,28.6,23.5,41,119
3,Nicole Jamen,15,.000,.000,.000,.000,24.2,0.0,12.1,0.0,0.0,0.0,50.0,27.7,12,127
4,Brooke Faulkner,12,.000,.000,.400,.000,0.0,10.1,5.1,0.0,5.0,0.0,16.7,26.0,0,107
6,Dalila Thomas,27,.500,.500,.250,.000,4.5,13.5,9.0,0.0,2.2,3.1,0.0,7.7,113,111
7,Meghan Bussabarger,18,.000,.000,.800,.000,0.0,6.7,3.4,13.9,0.0,0.0,0.0,14.4,10,122
8,Darcie Warner,17,.500,.500,.000,.000,0.0,0.0,0.0,17.2,3.5,0.0,33.3,9.2,77,119
9,Salem Richardson,5,1.053,,,,0.0,0.0,0.0,50.0,0.0,0.0,0.0,9.1,245,128
10,School Totals,200,.367,.330,.264,.170,24.2,36.4,30.3,25.0,6.0,6.3,25.9,100.0,62.7,111.9
