,Unnamed: 0_level_0,Unnamed: 1_level_0,Four Factors,Four Factors,Four Factors,Four Factors,Unnamed: 6_level_0
,Unnamed: 0_level_1,Pace,eFG%,TOV%,ORB%,FT/FGA,ORtg
0,Gonzaga,65.3,0.42,22.2,41.4,0.34,90.8
1,Louisville,65.3,0.453,10.2,35.3,0.156,104.6
