,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Skylar Diggins,38,.452,.429,.143,.333,13.2,18.0,15.7,51.4,7.3,0.0,11.1,32.2,117,60,
1,Kayla McBride,35,.618,.583,.250,.167,0.0,9.8,5.1,9.1,3.2,0.0,23.7,21.8,104,71,
2,Natalie Novosel,34,.642,.611,.333,.444,7.4,13.4,10.5,0.0,1.6,0.0,27.1,19.6,100,73,
3,Brittany Mallory,33,.500,.500,.500,.000,0.0,10.4,5.4,12.3,1.7,0.0,0.0,5.5,141,74,
4,Devereaux Peters,20,.333,.333,.000,.000,31.3,22.9,26.9,23.1,2.8,4.2,10.0,22.6,105,64,
6,Natalie Achonwa,26,.756,.700,.000,.400,19.2,13.2,16.1,14.5,0.0,3.2,25.4,27.4,122,74,
7,Ariel Braker,4,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,80,
8,Whitney Holloway,3,,,,,0.0,38.1,19.9,0.0,0.0,0.0,,0.0,,68,
9,Markisha Wright,3,,,,,0.0,38.1,19.9,0.0,0.0,0.0,,0.0,,66,
10,Kaila Turner,2,,,,,0.0,57.1,29.9,0.0,0.0,0.0,,0.0,,61,
11,Fraderica Miller,2,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,81,
12,School Totals,200,.547,.515,.169,.262,46.9,74.3,61.2,65.6,13.9,4.2,18.0,100.0,111.1,68.1,
