,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Iowa State ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Ashley Joens,43,9,23,.391,5,16,.313,4,7,.571,10,11,.909,3,15,18,3,1,0,5,2,32
1,Lexi Donarski,43,6,14,.429,2,6,.333,4,8,.500,2,2,1.000,2,1,3,3,0,0,3,3,18
2,Emily Ryan,43,4,10,.400,2,5,.400,2,5,.400,0,0,,0,3,3,9,0,0,5,3,10
3,Kylie Feuerbach,34,2,6,.333,0,2,.000,2,4,.500,0,0,,0,7,7,1,0,0,3,1,6
4,Kristin Scott,13,3,4,.750,0,0,,3,4,.750,2,2,1.000,0,2,2,1,1,0,1,0,11
6,Madison Wise,25,0,2,.000,0,1,.000,0,1,.000,0,0,,1,3,4,1,1,0,2,2,0
7,Morgan Kane,20,1,3,.333,1,3,.333,0,0,,0,0,,4,4,8,1,0,0,2,1,2
8,Aubrey Joens,3,1,1,1.000,0,0,,1,1,1.000,0,0,,0,0,0,0,0,0,0,0,3
9,Rae Johnson,1,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,1,0,1,0,0,0
10,School Totals,225,26,64,.406,10,34,.294,16,30,.533,14,15,.933,10,35,45,20,3,1,21,12,82
