,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Connecticut ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
0,Brittney Griner,39,.410,.385,.000,.462,3.7,14.7,9.8,0.0,1.5,10.3,16.1,25.9,71,99
1,Kelli Griffin,38,.200,.200,.400,.000,0.0,9.0,5.0,6.6,1.5,0.0,37.5,11.4,30,107
2,Melissa Jones,35,.539,.500,.333,.500,4.1,13.1,9.1,33.7,1.6,0.0,40.6,19.1,74,104
3,Morghan Medlock,32,.588,.500,.000,.400,4.5,17.9,11.9,0.0,0.0,0.0,14.5,23.3,103,106
4,Shanay Washington,16,.404,.500,.000,.500,0.0,21.4,11.9,51.7,0.0,0.0,45.0,15.0,62,105
6,Kimetria Hayden,24,.415,.188,.375,.750,6.0,9.5,7.9,10.9,2.4,0.0,22.0,30.8,76,105
7,Jordan Madden,7,1.000,1.000,.000,.000,20.4,16.3,18.1,50.6,8.1,0.0,50.0,15.5,107,88
8,Terran Condrey,5,,,,,0.0,0.0,0.0,47.1,0.0,0.0,100.0,10.8,32,115
9,Ashley Field,1,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,115
10,Whitney Zachariason,1,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,115
11,Lindsay Palmer,1,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,115
12,Mariah Chandler,1,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,115
13,School Totals,200,.459,.389,.156,.444,17.9,65.7,44.4,64.7,7.1,10.0,26.8,100.0,71.4,100.0
