,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
0,Maya Moore,39,.589,.596,.308,.231,14.7,25.6,19.5,7.5,2.9,2.7,3.4,36.9,124,69
1,Tina Charles,39,.542,.529,.000,.294,14.7,29.3,21.2,21.9,1.5,5.4,9.4,26.4,116,69
2,Kalana Greene,35,.429,.429,.000,.000,0.0,12.2,5.4,9.3,4.9,0.0,12.5,11.1,88,69
3,Tiffany Hayes,27,.297,.125,.500,1.000,0.0,0.0,0.0,11.2,0.0,0.0,8.0,22.5,75,82
4,Caroline Doty,26,.000,.000,.667,.000,0.0,16.5,7.3,22.0,0.0,0.0,25.0,14.9,28,78
6,Kelly Faris,27,.000,.000,.500,.000,8.5,10.6,9.4,31.7,0.0,0.0,0.0,3.6,121,80
7,Lorin Dixon,3,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,83
8,Kaili McLaren,1,1.000,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.6,200,83
9,Heather Buck,1,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,83
10,Jacquie Fernandes,1,,,,,0.0,0.0,0.0,100.0,0.0,0.0,,0.0,211,83
11,Meghan Gardler,1,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,83
12,School Totals,200,.460,.440,.254,.284,34.3,82.1,55.6,71.4,8.6,7.9,8.4,100.0,100.0,71.4
