,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Tennessee ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Angie Bjorklund,21,4,5,.800,0,0,,4,5,.800,1,2,.500,0,2,2,3,0,0,0,1,13
1,Taber Spani,19,3,5,.600,3,4,.750,0,1,.000,2,2,1.000,1,8,9,2,0,1,1,0,8
2,Shekinna Stricklen,18,6,8,.750,4,4,1.000,2,4,.500,1,1,1.000,0,1,1,2,0,0,1,0,15
3,Glory Johnson,18,5,6,.833,5,6,.833,0,0,,4,8,.500,3,7,10,1,1,0,1,2,14
4,Meighan Simmons,17,4,10,.400,3,7,.429,1,3,.333,0,0,,1,0,1,2,0,0,0,2,9
6,Lauren Avant,20,2,6,.333,2,6,.333,0,0,,2,4,.500,0,3,3,2,0,0,0,1,6
7,Alyssia Brewer,16,4,7,.571,4,7,.571,0,0,,2,5,.400,3,6,9,0,2,5,0,1,10
8,Alicia Manning,15,2,3,.667,2,2,1.000,0,1,.000,0,0,,2,4,6,3,2,0,0,0,4
9,Kamiko Williams,15,1,3,.333,1,2,.500,0,1,.000,0,0,,0,4,4,3,0,0,0,0,2
10,Sydney Smallbone,14,1,4,.250,0,1,.000,1,3,.333,0,0,,1,1,2,0,0,1,0,0,3
11,Kelley Cain,11,3,4,.750,3,4,.750,0,0,,1,2,.500,1,4,5,0,1,1,1,2,7
12,Briana Bass,9,1,3,.333,1,1,1.000,0,2,.000,0,0,,0,0,0,1,0,0,0,0,2
13,Vicki Baugh,7,3,6,.500,3,6,.500,0,0,,0,0,,3,1,4,0,1,1,3,1,6
14,School Totals,200,39,70,.557,31,50,.620,8,20,.400,13,24,.542,15,41,56,19,7,9,7,10,99
