,Baylor ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Niya Johnson,1,6,1,6,0,0,3,4,1,4,11,1,0,2,1,5,0.5,5.5
1,Odyssey Sims,9,25,8,19,1,6,8,9,6,2,6,3,0,3,3,27,0.32,2.0
2,Makenzie Robertson,2,6,1,1,1,5,2,2,1,2,2,3,0,4,0,7,0.3333333333333333,0.5
3,Nina Davis,5,9,5,9,0,0,3,5,3,3,1,2,0,1,3,13,0.3333333333333333,1.0
4,Sune Agbuke,2,3,2,3,0,0,0,0,0,5,2,1,3,2,4,4,0.0,1.0
11,School Totals,27,63,22,47,5,16,16,20,13,23,24,10,7,14,14,75,0.25396825396825395,1.7142857142857142
