,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Notre Dame ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
0,Kailey Klein,38,.589,.543,.217,.304,11.1,13.2,12.0,0.0,1.3,2.0,13.3,35.2,106,111
1,Angel Roque,36,.339,.000,.500,1.000,0.0,10.4,4.8,40.4,1.4,0.0,46.5,13.3,64,113
2,Shawnita Garland,34,.100,.100,.200,.000,6.2,11.0,8.4,22.6,5.9,0.0,37.5,20.9,30,103
3,Stephaine Crosley,32,.504,.500,.000,.333,3.3,23.4,12.5,0.0,1.6,0.0,22.5,12.3,79,109
4,Jessica Roque,15,.000,.000,.667,.000,0.0,8.3,3.8,24.2,0.0,0.0,40.0,14.8,18,116
6,Janelle Adams,14,.463,.500,.167,.167,15.0,17.9,16.3,0.0,0.0,0.0,13.4,23.6,83,114
7,Shalonda Winton,14,.505,.500,.250,.500,0.0,26.8,12.2,17.5,0.0,0.0,17.0,18.7,89,111
8,Destinee Blue,11,,,,,9.6,0.0,5.2,0.0,4.6,0.0,100.0,12.1,11,109
9,Honesty King,3,.750,.750,.500,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.6,135,119
10,Takima Keane,2,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2,0,119
11,Kaila Montgomery,1,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,119
12,School Totals,200,.435,.390,.254,.271,26.3,68.8,45.7,68.2,10.0,1.9,26.5,100.0,72.5,107.5
