,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Cleveland State ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Kailey Klein,38,12,23,.522,11,18,.611,1,5,.200,6,7,.857,4,4,8,0,1,1,4,2,31
1,Angel Roque,36,0,4,.000,0,2,.000,0,2,.000,4,4,1.000,0,3,3,8,1,0,5,4,4
2,Shawnita Garland,34,1,10,.100,1,8,.125,0,2,.000,0,0,,2,3,5,4,4,0,6,2,2
3,Stephaine Crosley,32,3,6,.500,3,6,.500,0,0,,1,2,.500,1,6,7,0,1,0,2,2,7
4,Jessica Roque,15,0,3,.000,0,1,.000,0,2,.000,0,0,,0,1,1,2,0,0,2,3,0
6,Janelle Adams,14,3,6,.500,3,5,.600,0,1,.000,0,1,.000,2,2,4,0,0,0,1,1,6
7,Shalonda Winton,14,2,4,.500,2,3,.667,0,1,.000,1,2,.500,0,3,3,1,0,0,1,2,5
8,Destinee Blue,11,0,0,,0,0,,0,0,,0,0,,1,0,1,0,1,0,3,1,0
9,Honesty King,3,1,2,.500,0,1,.000,1,1,1.000,0,0,,0,0,0,0,0,0,0,0,3
10,Takima Keane,2,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0
11,Kaila Montgomery,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
12,School Totals,200,22,59,.373,20,44,.455,2,15,.133,12,16,.750,10,22,32,15,8,1,24,17,58
