,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Skylar Diggins,32,.482,.375,.250,.625,0.0,3.9,2.4,21.9,1.8,3.7,22.7,19.2,127,104,
1,Kayla McBride,31,.789,.769,.077,.154,18.4,28.2,24.3,25.7,7.4,0.0,17.8,25.4,151,89,
2,Jewell Loyd,27,.756,.700,.133,.400,35.3,4.6,16.8,6.4,0.0,0.0,5.4,32.2,188,110,
3,Natalie Achonwa,23,.578,.455,.000,.545,24.8,27.2,26.3,11.9,2.5,10.2,0.0,27.6,195,93,
4,Ariel Braker,20,1.007,1.000,.000,.333,28.6,31.3,30.2,25.0,2.9,11.8,0.0,8.0,208,89,
6,Madison Cable,24,.250,.250,.500,.000,0.0,20.8,12.6,9.2,2.4,0.0,0.0,7.8,158,102,
7,Markisha Wright,17,.500,.500,.000,.000,22.4,0.0,8.9,14.1,0.0,6.9,0.0,11.0,182,106,
8,Kaila Turner,14,.625,.625,.750,.000,0.0,17.9,10.8,26.5,4.1,0.0,20.0,16.7,153,99,
9,Michaela Mabrey,7,.000,.000,1.000,.000,0.0,0.0,0.0,15.0,0.0,0.0,50.0,13.3,41,111,
10,Hannah Huffman,5,.333,.333,.000,.000,0.0,25.0,15.1,0.0,11.5,0.0,25.0,37.3,79,80,
11,Whitney Holloway,0,1.000,1.000,.000,.000,,,,0.0,,,0.0,,,,
12,School Totals,200,.634,.582,.164,.299,81.0,84.4,83.0,68.4,14.5,17.6,11.6,100.0,140.6,92.8,
