,Brigham Young ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Kalani Purcell,7,10,6,9,1,1,4,5,2,7,4,3,0,4,4,19,0.4,1.0
1,Makenzi Pulsipher,3,10,1,4,2,6,5,6,1,3,0,2,0,1,4,13,0.5,0.0
2,Lexi Rydalch,8,17,7,12,1,5,5,5,0,1,1,1,0,7,5,22,0.29411764705882354,0.14285714285714285
3,Kylie Maeda,3,6,3,3,0,3,0,0,0,1,1,1,0,2,2,6,0.0,0.5
4,Micaelee Orton,1,1,1,1,0,0,0,0,1,0,0,0,1,0,4,2,0.0,0.0
9,School Totals,25,53,21,36,4,17,15,18,4,16,6,8,2,14,30,69,0.2830188679245283,0.42857142857142855
