,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Maite Cazorla,33,.389,.389,.222,.000,0.0,16.4,10.3,20.6,0.0,0.0,18.2,16.2,106,111,
1,Sabrina Ionescu,29,.837,.857,.429,.500,12.5,18.6,16.4,49.2,5.7,0.0,14.9,33.6,160,96,
2,Lexi Bando,28,.611,.611,.889,.000,0.0,3.9,2.4,8.6,2.0,0.0,10.0,17.3,128,109,
3,Ruthy Hebard,27,.736,.786,.000,.143,13.5,32.0,25.1,6.5,2.0,15.6,0.0,26.7,155,89,
4,Satou Sabally,25,.863,.833,.667,.333,7.3,21.6,16.3,14.7,4.4,4.2,12.7,15.3,167,95,
6,Justine Hall,12,.000,.000,.000,.000,0.0,9.0,5.6,8.5,0.0,8.8,0.0,4.0,84,106,
7,Anneli Maley,11,.875,.875,.250,.000,33.1,9.8,18.5,12.9,0.0,0.0,0.0,17.6,192,112,
8,Mallory McGwire,10,1.053,,,,18.2,32.4,27.1,0.0,0.0,0.0,69.4,14.0,86,105,
9,Aina Ayuso,10,.000,.000,1.000,.000,0.0,0.0,0.0,20.5,0.0,0.0,0.0,4.8,123,115,
10,Oti Gildon,9,1.017,1.000,.000,1.000,20.2,0.0,7.5,29.5,0.0,0.0,25.8,20.9,166,116,
11,Sierra Campisano,6,.505,.500,.000,.500,0.0,18.0,11.3,0.0,0.0,0.0,17.0,47.5,87,109,
12,School Totals,200,.701,.695,.344,.266,40.9,81.1,66.1,69.2,9.6,15.8,13.2,100.0,138.4,100.0,
