,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Glory Johnson,36,.367,.222,.000,.444,24.7,35.2,30.3,5.6,0.0,0.0,31.7,20.4,76,65,
1,Shekinna Stricklen,35,.536,.500,.385,.462,12.7,13.9,13.4,30.2,3.2,2.4,11.3,23.5,123,68,
2,Vicki Baugh,30,.727,.727,.000,.000,3.7,26.0,15.6,0.0,1.9,0.0,15.4,20.2,126,66,
3,Alicia Manning,12,.000,.000,.000,.000,0.0,0.0,0.0,0.0,4.7,0.0,66.7,11.6,0,74,
4,Briana Bass,10,.500,.500,.667,.000,0.0,9.8,5.2,0.0,5.7,0.0,40.0,23.3,63,67,
6,Ariel Massengale,30,.408,.000,.333,1.333,0.0,0.0,0.0,18.2,0.0,2.8,51.2,15.1,58,83,
7,Meighan Simmons,21,.504,.455,.636,.364,0.0,4.6,2.5,0.0,2.7,0.0,0.0,28.3,130,76,
8,Taber Spani,14,.000,.000,.667,.000,7.9,0.0,3.7,13.0,4.1,0.0,0.0,10.0,38,75,
9,Cierra Burdick,8,.250,.250,.000,.000,27.8,24.4,26.0,0.0,0.0,21.3,20.0,29.1,62,58,
10,Kamiko Williams,4,.000,.000,.000,.000,0.0,24.4,13.0,0.0,0.0,0.0,0.0,11.6,0,71,
11,School Totals,200,.466,.407,.288,.305,44.4,75.6,61.0,40.9,10.0,8.5,22.0,100.0,90.0,68.6,
