,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
0,Special Jennings,37,.606,.563,.125,.500,3.7,3.3,3.5,22.8,5.9,0.0,17.0,14.8,130,77
1,Amber Harris,34,.538,.538,.154,.000,4.1,32.1,19.0,0.0,0.0,5.0,31.6,26.0,76,76
2,Ta'Shia Phillips,31,.738,.769,.000,.308,35.6,23.5,29.1,0.0,0.0,2.7,11.9,25.1,139,81
3,Tyeasha Moss,28,.127,.000,.667,.667,0.0,0.0,0.0,30.6,0.0,3.0,50.8,13.1,57,89
4,April Phillips,24,.500,.500,.000,.000,0.0,10.1,5.4,12.7,6.8,0.0,60.0,9.7,57,73
6,Katie Rutan,22,.656,.600,1.000,.300,0.0,11.0,5.9,8.8,0.0,0.0,8.1,26.0,144,87
7,Dee Dee Jernigan,20,.424,.375,.000,.375,20.7,24.2,22.6,27.3,2.7,4.3,24.4,28.6,93,73
8,Alesia Barringer,2,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.2,0,87
9,Brittney Moore,1,,,,,0.0,100.0,64.5,0.0,0.0,0.0,,0.0,,48
10,Maureen Hester,1,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,91
11,School Totals,200,.564,.543,.259,.276,44.8,75.8,61.3,60.7,10.8,10.6,24.2,100.0,100.0,75.7
