,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Idaho State ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Ashleigh Vella,35,3,10,.300,2,6,.333,1,4,.250,5,7,.714,2,5,7,0,3,2,1,2,12
1,Kaela Oakes,35,1,10,.100,1,4,.250,0,6,.000,1,2,.500,0,1,1,1,0,0,4,1,3
2,Lindsey Reed,34,2,11,.182,2,6,.333,0,5,.000,2,2,1.000,3,0,3,3,1,0,6,5,6
3,Chelsea Pickering,29,3,10,.300,2,6,.333,1,4,.250,2,2,1.000,3,2,5,1,2,0,3,1,9
4,Cydney Horton,22,1,6,.167,1,6,.167,0,0,,1,2,.500,2,1,3,0,0,3,1,4,3
6,Kara Jenkins,17,1,2,.500,0,1,.000,1,1,1.000,0,0,,1,1,2,0,2,1,1,2,3
7,Jessa Jeppesen,12,1,2,.500,1,2,.500,0,0,,0,0,,1,1,2,0,0,0,1,0,2
8,Jessica Tingey,5,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,1,2,0
9,Blaire Brady,4,0,0,,0,0,,0,0,,0,0,,1,0,1,0,0,0,1,0,0
10,Taylor Floyd,3,0,0,,0,0,,0,0,,0,0,,0,2,2,1,0,0,1,0,0
11,Becca Schrimpsher,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0
12,Abyee Maracigan,1,1,1,1.000,1,1,1.000,0,0,,1,2,.500,0,0,0,0,0,0,0,0,3
13,Sheryl Bitter,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,1,0,0,0,0
14,School Totals,200,13,52,.250,10,32,.313,3,20,.150,12,17,.706,13,14,27,6,9,6,20,18,42
