,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Washington ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Kelsey Plum,39,12,21,.571,6,12,.500,6,9,.667,8,10,.800,1,2,3,11,1,0,1,3,38
1,Natalie Romeo,39,7,11,.636,1,1,1.000,6,10,.600,0,2,.000,1,0,1,0,0,0,0,1,20
2,Chantel Osahor,37,6,14,.429,5,11,.455,1,3,.333,3,7,.429,3,12,15,7,2,2,2,3,16
3,Katie Collier,30,3,4,.750,3,4,.750,0,0,,2,2,1.000,2,3,5,1,0,2,0,3,8
4,Aari McDonald,18,5,6,.833,2,3,.667,3,3,1.000,5,7,.714,1,1,2,1,1,0,1,4,18
6,Heather Corral,21,2,5,.400,0,0,,2,5,.400,0,0,,0,2,2,0,0,2,1,1,6
7,Hannah Johnson,11,1,1,1.000,1,1,1.000,0,0,,0,0,,1,1,2,0,0,0,1,1,2
8,Jenna Moser,1,0,1,.000,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,1,0,0
9,Mai-Loni Henson,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
10,Amber Melgoza,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
11,Mackenzie Wieburg,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
12,Deja Strother,1,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0
13,School Totals,200,36,63,.571,18,33,.545,18,30,.600,18,28,.643,9,23,32,20,4,6,7,16,108
