,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Makayla Epps,40,.719,.750,.444,.333,3.3,14.3,8.6,13.3,1.5,0.0,4.6,30.3,139,112,
1,Maci Morris,37,.586,.444,.556,.889,0.0,11.6,5.6,19.0,3.3,0.0,13.8,22.0,121,109,
2,Evelyn Akhator,35,.633,.600,.000,.333,22.9,16.3,19.7,14.5,1.8,2.9,10.4,30.7,130,109,
3,Taylor Murray,34,.250,.250,.125,.000,3.9,4.2,4.1,29.9,0.0,0.0,0.0,13.2,101,120,
4,Alyssa Rice,26,.200,.200,.000,.000,5.1,27.5,15.9,12.6,0.0,3.9,16.7,12.9,66,108,
6,Makenzie Cann,22,.000,.000,1.000,.000,0.0,0.0,0.0,7.0,0.0,0.0,50.0,5.1,29,121,
7,Jaida Roper,5,,,,,0.0,28.6,13.8,30.8,0.0,0.0,,0.0,227,109,
8,Paige Poffenberger,1,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,121,
9,School Totals,200,.561,.527,.268,.339,30.0,64.3,46.6,69.2,6.2,5.1,9.7,100.0,112.3,107.7,
