,Louisville ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Hailey Van Lith,8,17,5,11,3,6,2,2,1,5,2,0,0,0,1,21,0.11764705882352941,0.0
1,Kianna Smith,5,11,3,5,2,6,0,0,0,1,2,0,1,1,3,12,0.0,2.0
2,Emily Engstler,3,13,3,10,0,3,6,7,5,6,3,5,2,1,4,12,0.46153846153846156,3.0
3,Chelsie Hall,3,8,2,4,1,4,1,1,0,1,2,1,0,0,0,8,0.125,0.0
4,Olivia Cochran,5,8,5,8,0,0,1,3,4,1,3,1,1,0,3,11,0.125,0.0
9,School Totals,26,64,20,43,6,21,10,13,12,17,13,10,5,8,18,68,0.15625,1.625
