,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Texas A&M ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Madi Buck,37,.736,.714,.429,.143,6.6,17.2,12.6,0.0,3.0,5.1,11.8,22.9,127,92,
1,Kelsey Knox,31,.000,.000,.500,.333,0.0,2.9,1.7,30.4,3.6,0.0,30.4,16.0,19,104,
2,Mia Loyd,30,.452,.389,.222,.222,8.1,9.1,8.7,10.3,1.9,2.1,16.8,19.8,87,102,
3,Leah Szabla,30,.506,.333,.167,.667,0.0,0.0,0.0,0.0,1.9,0.0,20.5,16.3,87,109,
4,Allyssa Wall,14,.169,.000,.000,1.000,8.7,6.5,7.4,0.0,0.0,0.0,41.0,17.5,30,108,
6,Emily Evers,23,.452,.444,.000,.222,15.8,19.8,18.1,0.0,2.4,2.8,0.0,21.5,103,93,
7,Makailah Dyer,20,.253,.000,.333,.667,0.0,18.2,10.4,35.3,0.0,0.0,27.9,27.0,53,100,
8,Siri Burck,14,.339,.000,.500,1.000,0.0,13.0,7.4,33.6,0.0,0.0,41.0,17.5,58,104,
9,Ellen Kiser,1,.000,.000,.000,.000,0.0,90.9,51.9,0.0,0.0,0.0,0.0,50.1,0,47,
10,School Totals,200,.426,.355,.273,.364,24.2,54.5,41.6,58.8,9.7,7.9,19.9,100.0,76.4,97.2,
