,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,North Dakota ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Madi Buck,37,8,14,.571,4,8,.500,4,6,.667,2,2,1.000,2,7,9,0,2,3,2,4,22
1,Kelsey Knox,31,0,6,.000,0,3,.000,0,3,.000,0,2,.000,0,1,1,4,2,0,3,1,0
2,Mia Loyd,30,3,9,.333,2,7,.286,1,2,.500,2,2,1.000,2,3,5,1,1,1,2,1,9
3,Leah Szabla,30,2,6,.333,2,5,.400,0,1,.000,4,4,1.000,0,0,0,0,1,0,2,4,8
4,Allyssa Wall,14,0,2,.000,0,2,.000,0,0,,1,2,.500,1,1,2,0,0,0,2,4,1
6,Emily Evers,23,4,9,.444,4,9,.444,0,0,,1,2,.500,3,5,8,0,1,1,0,2,9
7,Makailah Dyer,20,0,6,.000,0,4,.000,0,2,.000,4,4,1.000,0,4,4,3,0,0,3,3,4
8,Siri Burck,14,0,2,.000,0,1,.000,0,1,.000,2,2,1.000,0,2,2,2,0,0,2,0,2
9,Ellen Kiser,1,0,1,.000,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,0,0,0
10,School Totals,200,17,55,.309,12,40,.300,5,15,.333,16,20,.800,8,24,32,10,7,5,16,19,55
