,South Carolina ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Victaria Saxton,2,4,2,4,0,0,4,5,7,6,1,1,0,1,0,8,1.0,1.0
1,Destanni Henderson,2,9,0,2,2,7,0,0,0,1,2,0,0,1,0,6,0.0,2.0
2,Zia Cooke,2,15,1,5,1,10,0,0,0,1,1,0,0,0,1,5,0.0,0.0
3,Aliyah Boston,4,7,4,6,0,1,2,2,4,8,1,3,3,1,0,10,0.2857142857142857,1.0
4,Brea Beal,2,7,2,5,0,2,3,3,5,1,1,1,1,1,0,7,0.42857142857142855,1.0
14,School Totals,28,79,20,41,8,38,15,21,26,33,20,12,5,14,6,79,0.189873417721519,1.4285714285714286
