,South Carolina ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Asia Dozier,3,7,3,5,0,2,1,1,0,3,4,1,0,2,3,7,0.14285714285714285,2.0
1,Tiffany Mitchell,4,14,1,10,3,4,0,0,1,3,2,2,0,3,3,11,0.0,0.6666666666666666
2,Aleighsa Welch,4,7,4,7,0,0,2,4,4,4,3,1,1,1,4,10,0.2857142857142857,3.0
3,Khadijah Sessions,0,8,0,6,0,2,0,0,1,2,1,0,0,1,2,0,0.0,1.0
4,Elem Ibiam,1,5,1,5,0,0,1,1,0,2,0,0,0,0,1,3,0.2,0.0
9,School Totals,23,61,19,49,4,12,8,10,12,21,12,5,5,12,19,58,0.13114754098360656,1.0
