,Louisville ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Hailey Van Lith,9,15,8,13,1,2,3,3,1,2,1,2,1,4,2,22,0.2,0.25
1,Kianna Smith,5,13,4,9,1,4,0,0,1,0,1,3,0,2,3,11,0.0,0.5
2,Chelsie Hall,6,10,3,6,3,4,0,0,0,0,2,4,0,1,2,15,0.0,2.0
3,Emily Engstler,1,9,1,4,0,5,3,4,2,14,4,6,1,1,3,5,0.3333333333333333,4.0
4,Olivia Cochran,4,7,4,7,0,0,1,2,1,3,1,0,1,3,4,9,0.14285714285714285,0.3333333333333333
8,School Totals,25,58,20,43,5,15,7,9,6,20,12,15,4,11,17,62,0.1206896551724138,1.0909090909090908
