,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
0,Tanisha Smith,35,.536,.538,.308,.462,3.4,26.4,15.7,42.6,4.5,0.0,20.4,25.8,107,66
1,Adaora Elonu,25,.638,.571,.000,1.429,4.7,12.3,8.8,0.0,4.2,0.0,0.0,20.9,147,72
2,Tyra White,24,.600,.600,.200,.000,4.9,8.5,6.8,19.2,0.0,0.0,28.6,13.4,102,84
3,Sydney Carter,24,.200,.200,.200,.000,4.9,17.1,11.4,22.7,2.2,0.0,16.7,11.5,80,75
4,Damitria Buchanan,19,.500,.500,.000,.000,18.6,10.8,14.4,0.0,2.8,5.8,50.0,9.7,77,73
6,Danielle Adams,23,.648,.615,.077,.769,15.3,13.4,14.3,30.5,6.9,0.0,5.4,36.7,140,66
7,Sydney Colson,19,.818,.786,.286,.286,0.0,16.2,8.7,20.6,8.3,0.0,11.3,21.5,149,61
8,Kelsey Assarian,9,.404,.500,.000,.500,26.1,0.0,12.2,0.0,5.8,0.0,0.0,24.9,100,73
9,Maryann Baker,9,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,0,87
10,Kristi Bellock,4,1.000,1.000,.000,.000,0.0,51.3,27.4,0.0,0.0,27.8,0.0,11.5,200,50
11,Adrienne Pratcher,3,.000,.000,.000,.000,0.0,68.4,36.5,0.0,0.0,0.0,0.0,15.3,0,59
12,Cierra Windham,3,.000,.000,.500,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.6,0,88
13,Skylar Collins,2,.000,.000,.000,2.000,58.8,51.3,54.8,0.0,0.0,0.0,0.0,43.2,35,66
14,Diamond Ashmore,1,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,88
15,School Totals,200,.544,.524,.161,.516,38.2,79.5,60.3,67.7,18.4,5.6,12.5,100.0,110.5,69.7
