,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Texas A&M ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
0,Eryn Jones,33,.579,.542,.333,.167,0.0,7.1,3.3,0.0,1.6,0.0,13.4,21.3,102,118
1,Claire Faucher,31,.395,.395,.737,.000,0.0,11.4,5.3,68.1,6.8,0.0,26.9,39.6,72,104
2,Erin Yankus,17,.000,.000,.000,.000,18.1,13.8,16.1,0.0,0.0,4.5,50.0,5.6,49,116
3,Lexi Bishop,14,1.000,1.000,.750,.000,0.0,8.4,3.9,0.0,0.0,0.0,42.9,23.6,93,120
4,Kate DePaepe,12,.000,.000,.250,.000,8.5,9.8,9.1,0.0,0.0,0.0,33.3,23.6,7,120
6,Kelly Marchant,28,.357,.357,.571,.000,3.7,8.4,5.9,7.9,1.9,0.0,0.0,11.8,87,116
7,Kelli Valentine,21,.333,.333,.000,.000,4.9,5.6,5.2,0.0,2.5,0.0,14.3,15.7,64,115
8,Katy Wade,20,.500,.500,.000,.000,5.1,17.6,11.0,0.0,5.3,7.7,60.0,11.8,43,101
9,Karley Lampman,10,.167,.167,.167,.000,0.0,11.8,5.5,0.0,0.0,7.7,0.0,28.3,38,116
10,Courtney Cremer,7,.500,.500,.000,.000,14.7,33.6,23.5,0.0,0.0,0.0,0.0,13.5,115,107
11,Stephanie Egwuatu,4,.000,,,,0.0,29.4,13.7,0.0,0.0,0.0,0.0,10.4,0,114
12,Nichole Jackson,3,,,,,0.0,78.4,36.5,0.0,0.0,0.0,100.0,15.7,0,96
13,School Totals,200,.408,.405,.429,.063,20.5,61.8,39.7,38.1,11.8,7.7,23.6,100.0,69.7,110.5
