,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Stanford ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Lexie Hull,36,14,21,.667,8,10,.800,6,11,.545,2,2,1.000,1,5,6,3,6,0,2,0,36
1,Cameron Brink,30,5,11,.455,4,9,.444,1,2,.500,2,2,1.000,3,9,12,4,2,2,2,0,13
2,Haley Jones,28,3,5,.600,3,5,.600,0,0,,1,2,.500,1,0,1,4,0,2,3,3,7
3,Lacie Hull,16,2,4,.500,1,1,1.000,1,3,.333,2,2,1.000,0,1,1,0,0,0,2,3,7
4,Anna Wilson,16,1,3,.333,0,1,.000,1,2,.500,0,0,,1,1,2,2,1,0,1,2,3
6,Francesca Belibi,18,2,3,.667,2,3,.667,0,0,,1,1,1.000,2,3,5,2,1,0,0,2,5
7,Hannah Jump,17,3,5,.600,0,0,,3,5,.600,0,0,,0,2,2,0,0,0,0,0,9
8,Ashten Prechtel,9,1,2,.500,1,1,1.000,0,1,.000,0,0,,1,1,2,0,1,0,1,1,2
9,Jordan Hamilton,6,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,3,0,0
10,Kiki Iriafen,5,1,2,.500,1,2,.500,0,0,,0,0,,0,0,0,0,0,1,0,1,2
11,Jana Van Gytenbeek,5,0,1,.000,0,0,,0,1,.000,2,2,1.000,0,0,0,3,0,0,0,0,2
12,Agnes Emma-Nnopu,4,1,2,.500,1,2,.500,0,0,,0,0,,0,0,0,0,0,0,0,1,2
13,Brooke Demetre,3,1,1,1.000,0,0,,1,1,1.000,0,0,,0,0,0,0,0,0,0,0,3
14,Elena Bosgana,3,0,0,,0,0,,0,0,,0,0,,0,1,1,1,0,0,0,0,0
15,Alyssa Jerome,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
16,School Totals,198,34,60,.567,21,34,.618,13,26,.500,10,11,.909,9,23,32,19,11,5,14,13,91
