,Connecticut ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Tiffany Hayes,7,14,4,7,3,7,6,7,3,3,4,3,1,4,2,23,0.42857142857142855,1.0
1,Maya Moore,5,14,4,10,1,4,5,6,6,7,1,0,2,2,1,16,0.35714285714285715,0.5
2,Stefanie Dolson,5,8,5,8,0,0,1,2,3,7,2,0,3,2,4,11,0.125,1.0
3,Kelly Faris,1,7,1,4,0,3,2,2,2,6,1,1,0,3,4,4,0.2857142857142857,0.3333333333333333
4,Bria Hartley,4,12,2,7,2,5,0,0,0,1,4,1,0,5,4,10,0.0,0.8
9,School Totals,22,62,16,42,6,20,14,17,19,26,15,5,7,16,15,64,0.22580645161290322,0.9375
