,Stanford ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Bonnie Samuelson,3,5,0,1,3,4,5,6,0,5,0,0,1,1,2,14,1.0,0.0
1,Amber Orrange,2,6,2,6,0,0,2,2,0,3,3,1,0,3,2,6,0.3333333333333333,1.0
2,Lili Thompson,6,11,5,8,1,3,4,4,0,4,4,0,0,2,2,17,0.36363636363636365,2.0
3,Erica McCall,5,8,5,8,0,0,0,0,0,3,0,0,3,0,0,10,0.0,0.0
4,Brittany McPhee,0,2,0,1,0,1,1,2,1,1,2,2,1,2,0,1,0.5,1.0
11,School Totals,25,49,21,38,4,11,19,25,3,28,11,5,6,12,9,73,0.3877551020408163,0.9166666666666666
