,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Chelsea Dungee,37,.573,.433,.400,1.200,3.5,6.8,5.1,18.6,1.5,0.0,8.0,34.8,119,100,
1,Makayla Daniels,35,.797,.800,.600,.800,0.0,3.6,1.8,0.0,0.0,0.0,22.8,12.9,122,105,
2,Amber Ramirez,33,.301,.286,.643,.143,0.0,11.4,5.8,18.1,0.0,0.0,21.2,29.6,55,101,
3,Destiny Slocum,33,.125,.125,.500,.000,3.9,7.6,5.8,15.4,0.0,0.0,20.0,15.7,38,103,
4,Taylah Thomas,23,.256,.000,.000,2.000,5.6,27.2,16.6,0.0,2.4,3.5,0.0,4.2,83,86,
6,Erynn Barnum,17,.750,.750,.000,.000,15.2,22.1,18.7,0.0,3.3,4.7,42.9,21.3,87,86,
7,Marquesha Davis,15,.759,.667,.000,.667,0.0,25.0,12.7,0.0,3.7,0.0,34.0,20.3,98,85,
8,Jailyn Mason,7,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,108,
9,School Totals,200,.490,.410,.440,.560,16.1,59.4,38.1,35.3,5.6,4.0,19.2,100.0,86.1,91.7,
