,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Dayton ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Ally Malott,37,5,10,.500,1,4,.250,4,6,.667,0,0,,1,4,5,0,1,1,2,3,14
1,Andrea Hoover,33,5,9,.556,2,4,.500,3,5,.600,0,0,,2,2,4,4,2,0,4,4,13
2,Jenna Burdette,32,4,10,.400,3,7,.429,1,3,.333,1,1,1.000,0,1,1,0,0,0,2,1,10
3,Kelley Austria,30,5,10,.500,4,8,.500,1,2,.500,0,0,,0,2,2,5,1,2,2,1,11
4,Jodie Cornelie-Sigmundova,25,3,5,.600,3,5,.600,0,0,,1,2,.500,2,4,6,0,0,2,1,3,7
6,Amber Deane,22,1,8,.125,0,5,.000,1,3,.333,0,0,,0,2,2,3,0,0,3,0,3
7,Saicha Grant-Allen,21,5,10,.500,5,10,.500,0,0,,2,2,1.000,2,3,5,0,0,0,1,4,12
8,School Totals,200,28,62,.452,18,43,.419,10,19,.526,4,5,.800,7,18,25,12,4,5,15,16,70
