,Maryland ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Laurin Mincy,4,8,0,2,4,6,3,3,0,4,7,0,0,1,2,15,0.375,7.0
1,Shatori Walker-Kimbrough,10,15,8,13,2,2,2,2,1,2,1,1,1,1,2,24,0.13333333333333333,1.0
2,Brionna Jones,4,6,4,6,0,0,2,2,3,7,2,1,0,0,0,10,0.3333333333333333,0.0
3,Lexie Brown,0,7,0,2,0,5,1,2,0,4,3,1,0,2,0,1,0.14285714285714285,1.5
4,Malina Howard,1,3,1,3,0,0,1,2,2,1,1,0,0,1,3,3,0.3333333333333333,1.0
10,School Totals,23,52,15,33,8,19,11,13,9,21,17,4,2,13,10,65,0.21153846153846154,1.3076923076923077
