,Baylor ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Chloe Jackson,6,14,6,14,0,0,0,0,1,5,3,2,0,2,3,12,0.0,1.5
1,DiDi Richards,11,14,11,14,0,0,3,3,3,3,4,1,1,4,2,25,0.21428571428571427,1.0
2,Juicy Landrum,4,6,4,5,0,1,4,6,0,4,3,1,0,3,3,12,0.6666666666666666,1.0
3,Lauren Cox,4,9,3,7,1,2,8,10,4,10,6,1,5,3,2,17,0.8888888888888888,2.0
4,Kalani Brown,9,20,9,20,0,0,0,1,4,6,3,0,2,1,3,18,0.0,3.0
12,School Totals,37,71,36,67,1,4,18,24,14,32,20,8,9,14,20,93,0.2535211267605634,1.4285714285714286
