,Stanford ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Amber Orrange,7,11,6,7,1,4,3,4,0,3,1,0,0,1,1,18,0.2727272727272727,1.0
1,Lili Thompson,4,9,3,4,1,5,2,2,0,0,3,1,0,1,2,11,0.2222222222222222,3.0
2,Chiney Ogwumike,10,19,10,18,0,1,9,10,4,11,3,2,1,2,4,29,0.47368421052631576,1.5
3,Mikaela Ruef,5,7,5,7,0,0,1,3,4,9,5,2,0,4,2,11,0.14285714285714285,1.25
4,Sara James,0,3,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0
13,School Totals,30,64,25,45,5,19,17,21,10,28,14,8,1,9,14,82,0.265625,1.5555555555555556
