,Maryland ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Lexie Brown,5,10,3,5,2,5,0,0,0,2,2,2,0,1,2,12,0.0,2.0
1,Shatori Walker-Kimbrough,3,8,3,7,0,1,0,0,2,1,0,0,0,0,3,6,0.0,0.0
2,Brionna Jones,6,10,6,10,0,0,2,2,2,2,0,1,0,1,4,14,0.2,0.0
3,Laurin Mincy,1,5,1,3,0,2,1,2,0,0,2,1,0,6,1,3,0.2,0.3333333333333333
4,Malina Howard,1,3,1,3,0,0,0,0,0,2,3,0,0,1,3,2,0.0,3.0
11,School Totals,24,59,19,40,5,19,5,6,9,16,13,4,1,11,17,58,0.0847457627118644,1.1818181818181819
