,Stanford ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Erica McCall,12,18,11,15,1,3,2,2,1,3,2,0,0,0,2,27,0.1111111111111111,0.0
1,Karlie Samuelson,6,8,1,2,5,6,3,3,1,1,2,1,0,2,2,20,0.375,1.0
2,Lili Thompson,4,14,1,7,3,7,0,0,1,1,9,0,1,0,2,11,0.0,0.0
3,Kaylee Johnson,5,8,5,8,0,0,7,11,5,7,2,1,2,1,3,17,0.875,2.0
4,Briana Roberson,1,2,0,0,1,2,1,2,0,0,1,0,0,0,1,4,0.5,0.0
8,School Totals,33,59,22,39,11,20,13,18,8,15,22,4,3,7,13,90,0.22033898305084745,3.142857142857143
